name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,core,hdmi,mcr,wifi,bluetooth,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity,pixel_width,pixel_height,usb3,usb2,type_c,processor_brand,processor_model,processor_gen
HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),35990.0,HP,113,4.0,Windows,Business,medium,medium,1.0,medium,100,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,1,1,1,0,1,0,0,0,0,,3.0,41.0,1366.0,768.0,2,0,0,Intel,i3,11.0
HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),75999.0,HP,171,4.1,Windows,Gaming,medium,medium,1.0,medium,137,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,1,1,1,1,1,0,0,1,0,,3.0,52.5,1920.0,1080.0,3,0,0,Intel,i5,12.0
Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),69990.0,Asus,123,4.25,Windows,Everyday Use,medium,lite,1.0,small,162,16:10,0,1,16,0,512,AMD,16.0,16.0,8.0,1,0,1,1,1,1,0,1,0,0,,3.0,49.61666666666666,1920.0,1200.0,0,1,0,AMD,7,5.0
Asus Vivobook S14 S3402ZA-LY522WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),56990.0,Asus,884,4.3,Windows,Performance,medium,lite,1.0,small,162,16:10,1,0,8,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,0,1,0,0,,3.0,70.0,1920.0,1200.0,0,1,0,Intel,i5,12.0
Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),49990.0,Asus,60,4.2,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,2.0,39.840624999999996,1920.0,1080.0,0,1,0,AMD,5,7.0
Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),32990.0,Acer,1170,4.15,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,8.0,8.0,1,0,1,1,0,0,0,0,1,0,,3.0,40.0,1920.0,1080.0,2,0,0,Intel,N305,3.0
Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),64990.0,Acer,129,4.2,Windows,Everyday Use,thick,heavy,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,16.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,4.0,57.0,1920.0,1080.0,3,0,0,AMD,5,7.0
Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),44990.0,Asus,86,3.9,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,AMD,4.0,8.0,4.0,1,0,1,1,0,1,0,0,0,0,,2.0,45.0,1920.0,1080.0,0,1,0,AMD,5,7.0
Asus Vivobook Go 15 OLED 2023 E1504FA-LK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),39990.0,Asus,432,4.25,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,2.0,39.840624999999996,1920.0,1080.0,0,1,0,AMD,3,7.0
Lenovo IdeaPad 3 14IAU7 82RJ0050IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39990.0,Lenovo,83,4.25,Windows,Performance,medium,lite,1.0,small,157,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,1,1,1,1,1,0,1,0,0,,2.0,39.840624999999996,1920.0,1080.0,0,1,0,Intel,i3,12.0
MSI Stealth GS77 12UHS-226IN Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),308990.0,MSI,70,4.3,Windows,Gaming,medium,heavy,2.0,large,255,16:9,1,0,32,0,2048,NVIDIA,24.0,20.0,14.0,1,1,1,1,1,1,1,1,1,0,,4.0,70.58211920529801,3840.0,2160.0,2,0,0,Intel,i9,12.0
Infinix INBook Y1 Plus XL28 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),26990.0,Infinix,1944,4.1,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,4.0,4.0,2.0,1,0,1,1,1,1,0,0,0,0,2.0,2.0,50.0,1920.0,1080.0,2,0,0,Intel,i3,10.0
Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),26990.0,Infinix,2193,4.2,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,256,Integrated,4.0,4.0,2.0,1,0,1,1,1,1,0,0,0,0,2.0,2.0,50.0,1920.0,1080.0,2,0,0,Intel,i3,10.0
HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37990.0,HP,694,4.15,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,Intel,i3,11.0
HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),51990.0,HP,2315,4.3,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,1,1,1,1,1,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,Intel,i5,11.0
Asus Vivobook 16X M1603QA-MB512WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),53990.0,Asus,140,4.3,Windows,Gaming,medium,medium,1.0,large,283,16:10,1,0,16,0,512,AMD,16.0,12.0,6.0,1,0,1,1,1,1,0,1,0,0,,3.0,49.61666666666666,1200.0,1920.0,0,1,0,AMD,5,5.0
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),108000.0,Dell,99,4.35,Windows,Everyday Use,medium,medium,1.0,small,112,16:9,0,0,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,0,1,1,0,,4.0,70.58211920529801,1366.0,768.0,0,1,0,Intel,i5,12.0
Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB/ Win11),44550.0,Dell,110,4.0,Windows,Everyday Use,medium,medium,1.0,medium,147,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,0,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,0,1,0,AMD,5,7.0
HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),143000.0,HP,91,4.45,Windows,Everyday Use,medium,medium,1.0,large,142,16:9,1,0,16,0,1024,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,3.0,51.0,1920.0,1200.0,2,0,0,Intel,i7,12.0
Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990.0,Acer,74,4.75,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,1,1,1,0,0,0,,3.0,50.0,1920.0,1080.0,2,0,0,Intel,i3,13.0
Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),354490.0,Dell,65,4.0,Windows,Everyday Use,medium,heavy,1.0,large,266,16:10,1,1,32,0,1024,NVIDIA,24.0,20.0,14.0,0,1,1,1,1,1,1,1,0,0,,6.0,97.0,3840.0,2400.0,0,0,4,Intel,i9,13.0
Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),33900.0,Lenovo,101,4.55,Others,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,0,1,0,0,1,0,,2.0,39.840624999999996,1920.0,1080.0,0,1,0,Intel,i3,12.0
HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),66999.0,HP,69,4.45,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,AMD,16.0,16.0,8.0,1,0,1,1,1,1,0,0,0,0,,3.0,49.61666666666666,1920.0,1080.0,2,0,0,AMD,7,7.0
Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89990.0,Dell,100,4.6,Windows,Everyday Use,medium,medium,1.0,large,138,16:10,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,0,1,1,0,,4.0,54.0,1920.0,1080.0,2,0,0,Intel,i7,13.0
Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),31990.0,Lenovo,84,4.4,Windows,Performance,medium,medium,1.0,medium,147,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,0,1,0,0,1,0,,2.0,39.840624999999996,1920.0,1080.0,2,0,0,AMD,3,7.0
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990.0,Lenovo,70,4.65,Windows,Gaming,thick,heavy,1.0,large,184,16:10,1,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,0,1,0,,3.0,49.61666666666666,2560.0,1600.0,3,0,0,Intel,i7,13.0
MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),292990.0,MSI,94,4.2,Windows,Performance,medium,medium,2.0,large,283,16:9,1,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,1,1,0,,4.0,99.9,3840.0,2400.0,1,0,0,Intel,i9,13.0
Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990.0,Acer,431,4.2,Windows,Gaming,medium,heavy,1.0,medium,141,16:9,1,0,8,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,1,0,1,0,,3.0,49.61666666666666,1920.0,1080.0,3,0,0,Intel,i5,12.0
HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),66150.0,HP,87,4.4,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,Integrated,12.0,16.0,12.0,1,0,1,1,1,0,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,Intel,i5,13.0
Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),131990.0,Asus,77,4.5,Windows,Gaming,thick,heavy,1.0,medium,141,16:9,1,0,16,0,1024,NVIDIA,16.0,16.0,8.0,1,0,1,1,1,1,1,0,1,0,,4.0,70.58211920529801,1920.0,1080.0,2,0,0,AMD,9,7.0
Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990.0,Asus,112,4.4,Windows,Gaming,thick,heavy,1.0,large,189,16:9,1,0,16,0,1024,NVIDIA,36.0,32.0,24.0,1,0,1,1,1,1,1,0,1,0,,4.0,70.58211920529801,2560.0,1600.0,2,0,0,Intel,i9,13.0
Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),79990.0,Asus,266,4.4,Windows,Performance,medium,medium,1.0,large,142,16:10,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,1,1,1,1,1,0,1,0,0,,3.0,63.0,1920.0,1200.0,2,0,0,Intel,i5,12.0
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),41490.0,HP,92,4.05,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,0,1,1,1,1,0,0,0,0,,3.0,49.61666666666666,1920.0,1080.0,2,0,0,Intel,i3,12.0
MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),76990.0,MSI,121,4.25,Windows,Performance,thick,heavy,2.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,0,0,1,0,,3.0,53.5,1920.0,1080.0,0,1,0,Intel,i5,12.0
Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),79990.0,Asus,100,4.3,Windows,Performance,medium,lite,1.0,small,162,16:10,1,0,16,0,512,NVIDIA,18.0,16.0,12.0,1,0,1,1,1,1,0,1,0,0,,3.0,50.0,1920.0,1200.0,2,0,0,Intel,i5,13.0
Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),87990.0,Asus,115,4.35,Windows,Gaming,medium,medium,1.0,large,283,16:10,1,0,16,0,512,NVIDIA,18.0,16.0,12.0,1,1,1,1,1,1,0,1,0,0,,3.0,50.0,1920.0,1200.0,2,0,0,Intel,i5,13.0
Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59519.0,Asus,321,4.35,Windows,Gaming,thick,heavy,1.0,large,127,16:9,1,0,8,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,3.0,48.0,1920.0,1080.0,3,0,0,Intel,i5,11.0
Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),61990.0,Asus,94,4.4,Windows,Gaming,thick,heavy,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,4.0,48.0,1920.0,1080.0,3,0,0,Intel,i5,11.0
HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,HP,73,4.05,Windows,Gaming,thick,heavy,1.0,medium,137,16:9,1,0,8,0,512,NVIDIA,16.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,3.0,52.5,1920.0,1080.0,2,0,0,AMD,5,5.0
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),159990.0,Asus,69,4.6,Windows,Everyday Use,medium,medium,1.0,large,236,16:10,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,1,1,0,,6.0,96.0,3200.0,2000.0,2,0,0,Intel,i9,13.0
Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),40990.0,Realme,265,4.15,Windows,Performance,slim,lite,1.0,small,185,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,0,0,1,1,1,1,1,1,0,0,,2.0,39.840624999999996,2160.0,1440.0,1,0,0,Intel,i5,11.0
HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109990.0,HP,123,4.55,Windows,Gaming,medium,heavy,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,1,1,1,1,1,0,0,1,0,,4.0,70.0,1920.0,1080.0,3,0,0,Intel,i7,13.0
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),84000.0,Acer,133,4.65,Windows,Everyday Use,thick,heavy,1.0,medium,141,16:9,1,0,16,0,512,NVIDIA,16.0,16.0,8.0,1,0,1,1,1,1,0,0,1,0,,4.0,57.0,1920.0,1080.0,3,0,0,AMD,7,7.0
Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990.0,Asus,118,4.05,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,0,0,0,0,,3.0,49.61666666666666,1920.0,1080.0,0,1,0,Intel,i5,13.0
Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),24551.0,Lenovo,1076,4.0,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,0,0,8,0,256,Integrated,4.0,2.0,2.0,1,0,1,1,0,1,0,0,1,0,,2.0,39.840624999999996,1920.0,1080.0,0,1,0,Intel,N4020,3.0
Honor MagicBook 15 BMH-WFQ9HN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),40990.0,Honor,727,4.3,Windows,Performance,medium,medium,1.0,medium,141,16:9,0,0,16,0,512,AMD,8.0,12.0,6.0,1,0,1,1,1,1,0,1,0,0,,3.0,56.0,1920.0,1080.0,0,1,0,AMD,5,5.0
HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41490.0,HP,666,4.25,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,AMD,8.0,12.0,6.0,1,1,1,1,0,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,AMD,5,5.0
HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),45790.0,HP,104,4.65,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,0,1,1,0,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,AMD,5,7.0
HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56990.0,HP,88,4.7,Windows,Gaming,thick,heavy,1.0,medium,137,16:9,1,0,8,0,512,AMD,16.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,3.0,52.5,1920.0,1080.0,2,0,0,AMD,5,5.0
HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990.0,HP,1336,4.05,Windows,Performance,medium,lite,1.0,small,157,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,1,1,1,1,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,Intel,i3,12.0
Asus ROG Zephyrus Duo 16 (2023) GX650PY-NM052WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),429990.0,Asus,68,4.5,Windows,Gaming,medium,heavy,1.0,large,283,16:10,1,0,32,0,2048,NVIDIA,64.0,32.0,16.0,1,0,1,1,1,1,1,0,1,0,,4.0,90.0,3840.0,2400.0,2,0,0,AMD,9,7.0
Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),30990.0,Acer,1075,4.1,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,256,Integrated,6.0,8.0,8.0,1,0,1,1,0,0,0,0,1,0,,3.0,40.0,1920.0,1080.0,2,0,0,Intel,N305,3.0
MSI Katana 15 B13VFK-296IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),116990.0,MSI,77,4.5,Windows,Performance,thick,heavy,2.0,medium,141,16:9,1,0,16,0,1024,NVIDIA,24.0,16.0,10.0,1,0,1,1,1,1,0,0,1,0,,3.0,53.5,1920.0,1080.0,0,1,0,Intel,i7,13.0
HP Victus 15-Fa0117TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,HP,75,4.6,Windows,Gaming,medium,heavy,1.0,medium,137,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,1,1,1,1,1,0,0,1,0,,3.0,52.5,1920.0,1080.0,2,0,0,Intel,i5,12.0
Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89990.0,Samsung,243,4.5,Windows,Business,slim,medium,1.0,medium,157,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,4.0,54.0,1920.0,1080.0,2,0,0,Intel,i7,13.0
Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),76990.0,Samsung,347,4.4,Windows,Business,slim,medium,1.0,medium,157,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,3.0,54.0,1920.0,1080.0,2,0,0,Intel,i5,13.0
Asus Vivobook 15 X1502ZA-EJ332WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),42990.0,Asus,339,4.0,Windows,Performance,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,0,0,0,,3.0,49.61666666666666,1920.0,1080.0,0,1,0,Intel,i3,12.0
MSI Pulse 17 B13VGK-252IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),154990.0,MSI,99,4.35,Windows,Performance,thick,heavy,2.0,large,127,16:9,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,0,1,0,,4.0,90.0,1920.0,1080.0,0,1,0,Intel,i7,13.0
Samsung Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ Nvidia RTX4070),281990.0,Samsung,54,4.2,Windows,Business,medium,medium,1.0,large,157,16:9,1,0,32,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,1,0,0,,6.0,84.42653061224489,2880.0,1800.0,1,0,0,Intel,i9,13.0
Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),46990.0,Lenovo,2650,4.3,Windows,Performance,medium,medium,1.0,medium,157,16:9,1,0,16,0,512,AMD,8.0,12.0,6.0,1,1,1,1,1,1,0,1,0,0,,2.0,65.0,1920.0,1080.0,0,1,0,AMD,5,5.0
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),163990.0,Samsung,77,4.1,Windows,Everyday Use,slim,medium,1.0,large,212,16:10,1,1,16,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,6.0,76.0,2880.0,1800.0,1,0,0,Intel,i7,13.0
Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),138990.0,Samsung,123,4.25,Windows,Everyday Use,slim,lite,1.0,medium,141,16:10,1,1,16,0,1024,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,4.0,68.0,1920.0,1080.0,1,0,0,Intel,i7,13.0
Samsung Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990.0,Samsung,64,3.95,Windows,Everyday Use,slim,lite,1.0,small,166,16:10,1,1,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,1,1,0,0,,4.0,61.0,1920.0,1080.0,1,0,0,Intel,i7,13.0
Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34000.0,Asus,106,4.3,Windows,Everyday Use,medium,medium,1.0,medium,141,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,0,1,1,1,1,0,1,0,0,,2.0,37.0,1920.0,1080.0,0,2,0,Intel,i3,11.0
Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),12990.0,Primebook,898,4.1,Others,Everyday Use,medium,lite,1.0,small,135,16:9,0,0,4,128,0,Integrated,12.0,16.0,8.0,0,0,1,1,0,1,0,0,1,0,2.0,2.0,39.840624999999996,1366.0,768.0,2,0,0,Mediatek,MTK8788,1.0
HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56490.0,HP,172,4.05,Windows,Gaming,thick,heavy,1.0,medium,137,16:9,1,0,8,0,512,AMD,16.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,3.0,52.5,1920.0,1080.0,2,0,0,AMD,5,5.0
HP Pavilion 15-eg2091TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67990.0,HP,1271,4.25,Windows,Business,medium,medium,1.0,medium,141,16:9,1,0,16,0,512,Integrated,12.0,16.0,12.0,1,0,1,1,1,1,0,0,0,0,,3.0,41.0,1920.0,1080.0,2,0,0,Intel,i5,12.0
Apple MacBook Pro 14 inch Laptop (M2 Pro 10-core CPU/ 16GB/ 512GB SSD/ Mac OS/ 16-core GPU),199900.0,Apple,100,4.1,Mac,Performance,slim,medium,1.0,medium,254,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,1,0,0,0,,6.0,70.0,3024.0,1964.0,0,0,3,Apple,M2,2.0
HP Envy x360 13-bf0121TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),84844.0,HP,121,4.3,Windows,Performance,medium,lite,1.0,small,255,16:9,1,1,16,0,512,Integrated,12.0,12.0,10.0,0,0,1,1,1,1,1,0,0,0,5.0,4.0,70.58211920529801,1920.0,1200.0,2,0,0,Intel,i5,12.0
Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69000.0,Acer,111,4.0,Windows,Everyday Use,medium,heavy,1.0,medium,141,16:9,0,0,16,0,512,NVIDIA,12.0,16.0,12.0,1,0,1,1,1,1,1,1,1,0,,3.0,50.0,1920.0,1080.0,3,0,0,Intel,i5,12.0
HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),65439.0,HP,1632,4.2,Windows,Performance,medium,lite,1.0,small,141,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,3.0,43.0,1920.0,1080.0,0,2,0,Intel,i5,12.0
Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),59990.0,Lenovo,81,4.2,Windows,Everyday Use,medium,lite,3.0,small,157,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,3.0,45.0,1920.0,1080.0,0,1,0,Intel,i5,12.0
