name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,core,hdmi,mcr,wifi,bluetooth,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity,pixel_width,pixel_height,usb3,usb2,type_c,processor_brand,processor_model,processor_gen
Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB/ Win11),44550.0,Dell,110,4.0,Windows,Everyday Use,,1.63,1.0,15.6,147,16:9,1,0,8,0,512,AMD,4,8,4.0,1,1,1,1,0,1,0,0,0,0,,3,41,1920,1080,0,1,0,AMD,5,7th
HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),143000.0,HP,91,4.45,Windows,Everyday Use,19.9,1.8,1.0,16,142,16:9,1,0,16,0,1024,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,3,51,1920,1200,2,0,0,Intel,i7,12th
Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990.0,Acer,74,4.75,Windows,Everyday Use,,1.75,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,1,0,0,0,,3,50,1920,1080,2,0,0,Intel,i3,13th
Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),354490.0,Dell,65,4.0,Windows,Everyday Use,19.5,2.44,1.0,17,266,16:10,1,1,32,0,1024,NVIDIA,24,20,14.0,0,1,1,1,1,1,1,1,0,0,,6,97,3840,2400,0,0,4,Intel,i9,13th
Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),33900.0,Lenovo,101,4.55,Others,Everyday Use,19.9,1.7,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,0,1,0,0,1,0,,2,,1920,1080,0,1,0,Intel,i3,12th
HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),66999.0,HP,69,4.45,Windows,Everyday Use,17.9,1.75,1.0,15.6,141,16:9,1,0,16,0,512,AMD,16,16,8.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,2,0,0,AMD,7,7th
Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89990.0,Dell,100,4.6,Windows,Everyday Use,18,1.91,1.0,16,138,16:10,1,0,16,0,512,Integrated,12,12,10.0,1,1,1,1,1,1,0,1,1,0,,4,54,1920,1080,2,0,0,Intel,i7,13th
Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),31990.0,Lenovo,84,4.4,Windows,Performance,19.9,1.65,1.0,15.6,147,16:9,1,0,8,0,512,AMD,4,8,4.0,1,1,1,1,0,1,0,0,1,0,,,,1920,1080,2,0,0,AMD,3,7th
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990.0,Lenovo,70,4.65,Windows,Gaming,,,1.0,16,184,16:10,1,0,32,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,1,0,1,0,,3,,2560,1600,3,0,0,Intel,i7,13th
MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),292990.0,MSI,94,4.2,Windows,Performance,19.95,1.88,2.0,16,283,16:9,1,0,32,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,0,1,1,0,,4,99.9,3840,2400,1,0,0,Intel,i9,13th
Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990.0,Acer,431,4.2,Windows,Gaming,19.9,2.1,1.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,1,0,1,0,,3,,1920,1080,3,0,0,Intel,i5,12th
HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),66150.0,HP,87,4.4,Windows,Performance,17.9,1.74,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,0,0,0,0,0,,,41,1920,1080,2,0,0,Intel,i5,13th
Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),131990.0,Asus,77,4.5,Windows,Gaming,24.9,2.2,1.0,15.6,141,16:9,1,0,16,0,1024,NVIDIA,16,16,8.0,1,0,1,1,1,1,1,0,1,0,,4,,1920,1080,2,0,0,AMD,9,7th
Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990.0,Asus,112,4.4,Windows,Gaming,30.4,2.5,1.0,16,189,16:9,1,0,16,0,1024,NVIDIA,36,32,24.0,1,0,1,1,1,1,1,0,1,0,,4,,2560,1600,2,0,0,Intel,i9,13th
Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),79990.0,Asus,266,4.4,Windows,Performance,18.9,1.8,1.0,16,142,16:10,1,0,16,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,1,0,0,,3,63,1920,1200,2,0,0,Intel,i5,12th
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),41490.0,HP,92,4.05,Windows,Everyday Use,17.9,1.69,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,2,0,0,Intel,i3,12th
MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),76990.0,MSI,121,4.25,Windows,Performance,24.9,2.25,2.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,0,0,1,0,,3,53.5,1920,1080,0,1,0,Intel,i5,12th
Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),79990.0,Asus,100,4.3,Windows,Performance,18.9,1.4,1.0,14,162,16:10,1,0,16,0,512,NVIDIA,18,16,12.0,1,0,1,1,1,1,0,1,0,0,,3,50,1920,1200,2,0,0,Intel,i5,13th
Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),87990.0,Asus,115,4.35,Windows,Gaming,20,1.8,1.0,16,283,16:10,1,0,16,0,512,NVIDIA,18,16,12.0,1,1,1,1,1,1,0,1,0,0,,3,50,1920,1200,2,0,0,Intel,i5,13th
Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59519.0,Asus,321,4.35,Windows,Gaming,,2.6,1.0,17.3,127,16:9,1,0,8,0,512,NVIDIA,12,12,6.0,1,0,1,1,1,1,1,0,1,0,,3,48,1920,1080,3,0,0,Intel,i5,11th
Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),61990.0,Asus,94,4.4,Windows,Gaming,24.5,2.3,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,12,12,6.0,1,0,1,1,1,1,1,0,1,0,,4,48,1920,1080,3,0,0,Intel,i5,11th
HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,HP,73,4.05,Windows,Gaming,23,2.37,1.0,15.6,137,16:9,1,0,8,0,512,NVIDIA,16,12,6.0,1,1,1,1,1,1,0,0,1,0,,3,52.5,1920,1080,2,0,0,AMD,5,5th
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),159990.0,Asus,69,4.6,Windows,Everyday Use,19.9,1.9,1.0,16,236,16:10,1,0,16,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,1,1,1,0,,6,96,3200,2000,2,0,0,Intel,i9,13th
Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),40990.0,Realme,265,4.15,Windows,Performance,14.9,1.37,1.0,14,185,16:9,1,0,8,0,512,Integrated,8,8,4.0,0,0,1,1,1,1,1,1,0,0,,,,2160,1440,1,0,0,Intel,i5,11th
HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109990.0,HP,123,4.55,Windows,Gaming,22.5,2.37,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,24,20,14.0,1,1,1,1,1,1,0,0,1,0,,4,70,1920,1080,3,0,0,Intel,i7,13th
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),84000.0,Acer,133,4.65,Windows,Everyday Use,26.9,2.5,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,0,0,1,0,,4,57,1920,1080,3,0,0,AMD,7,7th
Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990.0,Asus,118,4.05,Windows,Performance,19.9,1.7,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,18,16,12.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,0,1,0,Intel,i5,13th
Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),24551.0,Lenovo,1076,4.0,Windows,Everyday Use,,,1.0,15.6,141,16:9,0,0,8,0,256,Integrated,4,2,2.0,1,0,1,1,0,1,0,0,1,0,,,,1920,1080,0,1,0,Intel,N4020,Intel
Honor MagicBook 15 BMH-WFQ9HN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),40990.0,Honor,727,4.3,Windows,Performance,17,1.54,1.0,15.6,141,16:9,0,0,16,0,512,AMD,8,12,6.0,1,0,1,1,1,1,0,1,0,0,,3,56,1920,1080,0,1,0,AMD,5,5th
HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41490.0,HP,666,4.25,Windows,Performance,,1.69,1.0,15.6,141,16:9,1,0,8,0,512,AMD,8,12,6.0,1,1,1,1,0,1,0,0,0,0,,3,41,1920,1080,2,0,0,AMD,5,5th
HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),45790.0,HP,104,4.65,Windows,Performance,,1.75,1.0,15.6,141,16:9,1,0,8,0,512,AMD,4,8,4.0,1,0,1,1,0,1,0,0,0,0,,3,41,1920,1080,2,0,0,AMD,5,7th
HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56990.0,HP,88,4.7,Windows,Gaming,23,2.37,1.0,15.6,137,16:9,1,0,8,0,512,AMD,16,12,6.0,1,1,1,1,1,1,0,0,1,0,,3,52.5,1920,1080,2,0,0,AMD,5,5th
HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990.0,HP,1336,4.05,Windows,Performance,17.9,1.46,1.0,14,157,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,1,1,1,1,1,0,0,0,0,,3,41,1920,1080,2,0,0,Intel,i3,12th
Asus ROG Zephyrus Duo 16 (2023) GX650PY-NM052WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),429990.0,Asus,68,4.5,Windows,Gaming,20.5,2.67,1.0,16,283,16:10,1,0,32,0,2048,NVIDIA,64,32,16.0,1,0,1,1,1,1,1,0,1,0,,4,90,3840,2400,2,0,0,AMD,9,7th
Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),30990.0,Acer,1075,4.1,Windows,Everyday Use,18.9,1.7,1.0,15.6,141,16:9,1,0,8,0,256,Integrated,6,8,8.0,1,0,1,1,0,0,0,0,1,0,,3,40,1920,1080,2,0,0,Intel,N305,Intel
MSI Katana 15 B13VFK-296IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),116990.0,MSI,77,4.5,Windows,Performance,24.9,2.25,2.0,15.6,141,16:9,1,0,16,0,1024,NVIDIA,24,16,10.0,1,0,1,1,1,1,0,0,1,0,,3,53.5,1920,1080,0,1,0,Intel,i7,13th
HP Victus 15-Fa0117TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,HP,75,4.6,Windows,Gaming,22.5,2.37,1.0,15.6,137,16:9,1,0,16,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,0,1,0,,3,52.5,1920,1080,2,0,0,Intel,i5,12th
Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89990.0,Samsung,243,4.5,Windows,Business,15.4,1.57,1.0,15.6,157,16:9,1,0,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,,54,1920,1080,2,0,0,Intel,i7,13th
Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),76990.0,Samsung,347,4.4,Windows,Business,15.4,1.57,1.0,15.6,157,16:9,1,0,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,,54,1920,1080,2,0,0,Intel,i5,13th
Asus Vivobook 15 X1502ZA-EJ332WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),42990.0,Asus,339,4.0,Windows,Performance,,,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,0,1,0,Intel,i3,12th
MSI Pulse 17 B13VGK-252IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),154990.0,MSI,99,4.35,Windows,Performance,27.2,2.7,2.0,17.3,127,16:9,1,0,16,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,0,0,1,0,,4,90,1920,1080,0,1,0,Intel,i7,13th
Samsung Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ Nvidia RTX4070),281990.0,Samsung,54,4.2,Windows,Business,16.5,1.79,1.0,16,157,16:9,1,0,32,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,1,1,0,0,,,,2880,1800,1,0,0,Intel,i9,13th
Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),46990.0,Lenovo,2650,4.3,Windows,Performance,19.9,1.65,1.0,15.6,157,16:9,1,0,16,0,512,AMD,8,12,6.0,1,1,1,1,1,1,0,1,0,0,,,65,1920,1080,0,1,0,AMD,5,5th
Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),163990.0,Samsung,77,4.1,Windows,Everyday Use,12.8,1.66,1.0,16,212,16:10,1,1,16,0,512,Integrated,18,16,12.0,1,0,1,1,1,1,1,1,0,0,,,76,2880,1800,1,0,0,Intel,i7,13th
Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),138990.0,Samsung,123,4.25,Windows,Everyday Use,13.7,1.46,1.0,15.6,141,16:10,1,1,16,0,1024,Integrated,18,16,12.0,1,0,1,1,1,1,1,1,0,0,,,68,1920,1080,1,0,0,Intel,i7,13th
Samsung Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990.0,Samsung,64,3.95,Windows,Everyday Use,12.9,1.16,1.0,13.3,166,16:10,1,1,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,1,1,0,0,,,61,1920,1080,1,0,0,Intel,i7,13th
Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34000.0,Asus,106,4.3,Windows,Everyday Use,19.9,1.8,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,6,4,2.0,1,0,1,1,1,1,0,1,0,0,,2,37,1920,1080,0,2,0,Intel,i3,11th
Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),12990.0,Primebook,898,4.1,Others,Everyday Use,19.3,1.2,1.0,11.6,135,16:9,0,0,4,128,0,Integrated,,,8.0,0,0,1,1,0,1,0,0,1,0,2,,,1366,768,2,0,0,Mediatek,MTK8788,MediaTek
HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56490.0,HP,172,4.05,Windows,Gaming,23,2.37,1.0,15.6,137,16:9,1,0,8,0,512,AMD,16,12,6.0,1,1,1,1,1,1,0,0,1,0,,3,52.5,1920,1080,2,0,0,AMD,5,5th
HP Pavilion 15-eg2091TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67990.0,HP,1271,4.25,Windows,Business,17.9,1.74,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,1,0,0,0,0,,3,41,1920,1080,2,0,0,Intel,i5,12th
Apple MacBook Pro 14 inch Laptop (M2 Pro 10-core CPU/ 16GB/ 512GB SSD/ Mac OS/ 16-core GPU),199900.0,Apple,100,4.1,Mac,Performance,15.5,1.6,1.0,14.2,254,16:9,1,0,16,0,512,Integrated,,,10.0,1,1,1,1,1,1,1,0,0,0,,,70,3024,1964,0,0,3,Apple,M2,Apple
HP Envy x360 13-bf0121TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),84844.0,HP,121,4.3,Windows,Performance,16.9,1.32,1.0,13.4,255,16:9,1,1,16,0,512,Integrated,12,12,10.0,0,0,1,1,1,1,1,0,0,0,5,4,,1920,1200,2,0,0,Intel,i5,12th
Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69000.0,Acer,111,4.0,Windows,Everyday Use,19.9,2.1,1.0,15.6,141,16:9,0,0,16,0,512,NVIDIA,12,16,12.0,1,0,1,1,1,1,1,1,1,0,,3,50,1920,1080,3,0,0,Intel,i5,12th
HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),65439.0,HP,1632,4.2,Windows,Performance,17,1.41,1.0,14,141,16:9,1,0,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,3,43,1920,1080,0,2,0,Intel,i5,12th
Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),59990.0,Lenovo,81,4.2,Windows,Everyday Use,,1.5,3.0,14,157,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,3,45,1920,1080,0,1,0,Intel,i5,12th
Lenovo ThinkPad E14 21E3S04X00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),67990.0,Lenovo,104,4.35,Windows,Business,19,1.59,1.0,14,157,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,1,0,,3,,1920,1080,0,1,0,Intel,i5,12th
Dell Inspiron 3520 D560871WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990.0,Dell,124,3.95,Windows,Everyday Use,,1.65,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,1,1,1,0,1,1,0,0,0,,3,41,1920,1080,0,1,0,Intel,i5,12th
Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62990.0,Asus,100,4.15,Windows,Performance,19.9,1.5,1.0,14,157,16:9,1,1,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,1,0,1,0,0,,3,42,1920,1080,0,1,0,Intel,i5,12th
MSI Creator Pro M16 A12UIS-634IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 4GB Graph),86800.0,MSI,103,4.1,Windows,Performance,23.95,2.26,2.0,16,191,16:9,1,0,16,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,0,0,1,0,,3,53.5,2560,1660,0,1,0,Intel,i7,12th
Asus Chromebook Flip C214MA-BU0704 Laptop (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),16990.0,Asus,3050,4.0,Others,Performance,19.5,1.2,1.0,11.6,135,16:9,1,0,4,32,0,Integrated,4,2,2.0,0,1,1,1,1,1,0,0,0,0,720,3,,1366,768,1,0,0,Intel,N4020,Intel
Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),86990.0,Asus,232,4.4,Windows,Everyday Use,19.9,1.8,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,1,0,0,,3,,1920,1080,0,2,0,Intel,i5,12th
Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),23990.0,Acer,566,3.95,Windows,Everyday Use,20.9,1.5,1.0,14,112,16:9,0,0,8,0,256,AMD,4,4,2.0,1,0,1,1,0,1,0,0,1,0,,3,,1366,768,2,0,0,AMD,3,3rd
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),79990.0,Asus,83,4.65,Windows,Everyday Use,19.9,1.8,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,0,0,0,,3,,1920,1080,2,0,0,Intel,i5,12th
Asus ProArt StudioBook Pro 16 OLED H7600ZM-L701WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),179990.0,Asus,77,4.6,Windows,Performance,21.4,2.4,1.0,16,283,16:10,1,0,16,0,1024,NVIDIA,24,20,14.0,1,1,1,1,1,1,1,1,1,0,,4,90,3840,2400,2,0,0,Intel,i7,12th
Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),104990.0,Asus,94,4.6,Windows,Gaming,24.9,2.2,1.0,15.6,141,16:9,1,0,16,0,1024,NVIDIA,16,16,8.0,1,1,1,1,1,1,0,0,1,0,,4,,1920,1080,2,0,0,AMD,7,6th
HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),55990.0,HP,979,4.25,Windows,Everyday Use,17.9,1.69,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,2,0,0,Intel,i5,12th
HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256 SSD/ Win11 Home),41990.0,HP,410,4.2,Windows,Performance,18,1.75,1.0,15.6,141,16:9,1,0,8,1024,256,Integrated,6,4,2.0,1,1,1,1,0,1,0,0,1,0,,3,41,1920,1080,2,0,0,Intel,i3,11th
HP 15s-fq5111TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),54990.0,HP,2964,4.2,Windows,Everyday Use,19.9,1.69,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,1,1,1,1,1,0,0,0,0,,3,41,1920,1080,2,0,0,Intel,i5,12th
HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),46199.0,HP,1463,4.25,Windows,Performance,18,1.69,1.0,15.6,141,16:9,1,0,16,0,512,AMD,8,12,6.0,1,1,1,1,1,1,0,0,0,0,,3,41,1920,1080,0,0,1,AMD,5,5th
HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56690.0,HP,143,4.2,Windows,Gaming,24,2.37,1.0,15.6,137,16:9,1,0,8,0,512,NVIDIA,16,12,6.0,1,1,1,1,1,1,0,0,1,0,,4,52.5,1920,1080,2,0,0,AMD,5,5th
HP Victus 15-fa0350TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67536.0,HP,78,4.15,Windows,Gaming,23.5,2.29,1.0,15.6,137,16:9,1,0,8,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,0,1,0,,4,70,1920,1080,2,0,0,Intel,i5,12th
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58990.0,Asus,136,4.3,Windows,Gaming,24.5,2.3,1.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,12,12,6.0,1,0,1,1,1,1,0,0,1,0,,4,,1920,1080,3,0,0,Intel,i5,11th
Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),45990.0,Dell,219,4.15,Windows,Everyday Use,,1.48,1.0,14,157,16:9,0,0,8,0,512,Integrated,8,8,4.0,1,1,1,1,0,1,0,0,1,0,,3,,1080,1920,0,1,0,Intel,i5,11th
Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52128.0,Acer,296,4.15,Windows,Everyday Use,17.9,1.8,1.0,15.6,141,16:9,0,0,8,0,512,NVIDIA,12,16,12.0,1,0,1,1,1,1,1,1,0,0,,3,50,1920,1080,2,0,0,Intel,i5,12th
MSI Thin GF63 11SC-852IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),54990.0,MSI,374,4.2,Windows,Gaming,21.7,1.86,2.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,24,16,8.0,1,1,1,1,1,1,0,0,1,0,,3,51,1920,1080,3,0,0,Intel,i7,11th
HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),103060.0,HP,95,4.15,Windows,Gaming,22.5,2.37,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,18,16,12.0,1,1,1,1,1,1,0,0,1,0,,4,70,1920,1080,2,0,0,Intel,i5,13th
Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990.0,Apple,131,4.3,Mac,Performance,15.6,1.38,1.0,13.3,227,16:9,0,0,8,0,512,Integrated,,,8.0,0,0,1,1,1,1,1,0,0,0,,,58.2,2560,1600,0,0,2,Apple,M2,Apple
